"Name","Live Bytes","Live Objects","Allocated Objects","Avg. Age","Generations"
"     viper.silicon.decider.TermToSMTLib2Converter.convert (viper.silicon.state.terms.Decl)","1’200 B (0%)","50 (0%)","1’989 (0.2%)","710.4","20"
"      viper.silicon.decider.Z3ProverStdIO.declare (viper.silicon.state.terms.Decl)","1’200 B (0%)","50 (0%)","1’989 (0.2%)","710.4","20"
"       viper.silicon.verifier.DefaultMasterVerifier$allProvers$.declare (viper.silicon.state.terms.Decl)","1’200 B (0%)","50 (0%)","1’989 (0.2%)","710.4","20"
"        viper.silicon.verifier.DefaultMasterVerifier.$anonfun$emitSortWrappers$1 (viper.silicon.verifier.DefaultMasterVerifier, viper.silicon.interfaces.decider.ProverLike, viper.silicon.state.terms.Sort)","1’200 B (0%)","50 (0%)","1’989 (0.2%)","710.4","20"
"         viper.silicon.verifier.DefaultMasterVerifier.$anonfun$emitSortWrappers$1$adapted (viper.silicon.verifier.DefaultMasterVerifier, viper.silicon.interfaces.decider.ProverLike, viper.silicon.state.terms.Sort)","1’200 B (0%)","50 (0%)","1’989 (0.2%)","710.4","20"
"          viper.silicon.verifier.DefaultMasterVerifier$$Lambda$1373.2016067225.apply (Object)","1’200 B (0%)","50 (0%)","1’989 (0.2%)","710.4","20"
"    viper.silicon.state.terms.ConstDecl$.apply (viper.silicon.state.terms.Var)","720 B (0%)","30 (0%)","1’130 (0.1%)","806.6","5"
"     viper.silicon.supporters.functions.DefaultFunctionVerificationUnitProvider$functionsSupporter$.$anonfun$verify$1 (viper.silicon.supporters.functions.DefaultFunctionVerificationUnitProvider.functionsSupporter., viper.silicon.state.terms.Var)","408 B (0%)","17 (0%)","618 (0.1%)","806.4","5"
"      viper.silicon.supporters.functions.DefaultFunctionVerificationUnitProvider$functionsSupporter$.$anonfun$verify$1$adapted (viper.silicon.supporters.functions.DefaultFunctionVerificationUnitProvider.functionsSupporter., viper.silicon.state.terms.Var)","408 B (0%)","17 (0%)","618 (0.1%)","806.4","5"
"       viper.silicon.supporters.functions.DefaultFunctionVerificationUnitProvider$functionsSupporter$$$Lambda$1443.1443451704.apply (Object)","408 B (0%)","17 (0%)","618 (0.1%)","806.4","5"
"        scala.collection.IterableOnceOps.foreach (scala.Function1)","408 B (0%)","17 (0%)","618 (0.1%)","806.4","5"
"         scala.collection.IterableOnceOps.foreach$ (scala.collection.IterableOnceOps, scala.Function1)","408 B (0%)","17 (0%)","618 (0.1%)","806.4","5"
"          scala.collection.AbstractIterable.foreach (scala.Function1)","408 B (0%)","17 (0%)","618 (0.1%)","806.4","5"
"     viper.silicon.supporters.functions.DefaultFunctionVerificationUnitProvider$functionsSupporter$.verify (viper.silicon.state.State, viper.silver.ast.Function)","288 B (0%)","12 (0%)","511 (0%)","785.8","4"
"      viper.silicon.verifier.DefaultMasterVerifier.$anonfun$verify$2 (viper.silicon.verifier.DefaultMasterVerifier, viper.silver.ast.Program, viper.silver.ast.Function)","288 B (0%)","12 (0%)","511 (0%)","785.8","4"
"       viper.silicon.verifier.DefaultMasterVerifier$$Lambda$1438.1998342444.apply (Object)","288 B (0%)","12 (0%)","511 (0%)","785.8","4"
"        scala.collection.immutable.List.flatMap (scala.Function1)","288 B (0%)","12 (0%)","511 (0%)","785.8","4"
"         viper.silicon.verifier.DefaultMasterVerifier.verify (viper.silver.ast.Program, scala.collection.immutable.Seq)","288 B (0%)","12 (0%)","511 (0%)","785.8","4"
"          viper.silicon.Silicon.viper$silicon$Silicon$$runVerifier (viper.silver.ast.Program, scala.collection.immutable.Seq)","288 B (0%)","12 (0%)","511 (0%)","785.8","4"
"     viper.silicon.supporters.functions.DefaultFunctionVerificationUnitProvider$functionsSupporter$.declareSymbolsAfterAnalysis (viper.silicon.interfaces.decider.ProverLike)","24 B (0%)","1 (0%)","1 (0%)","1’061.0","1"
"      viper.silicon.verifier.DefaultMasterVerifier.$anonfun$analyzeProgramAndEmitPreambleContributions$4 (viper.silicon.interfaces.decider.ProverLike, viper.silicon.interfaces.PreambleContributor)","24 B (0%)","1 (0%)","1 (0%)","1’061.0","1"
"       viper.silicon.verifier.DefaultMasterVerifier.$anonfun$analyzeProgramAndEmitPreambleContributions$4$adapted (viper.silicon.interfaces.decider.ProverLike, viper.silicon.interfaces.PreambleContributor)","24 B (0%)","1 (0%)","1 (0%)","1’061.0","1"
"        viper.silicon.verifier.DefaultMasterVerifier$$Lambda$1379.1359669144.apply (Object)","24 B (0%)","1 (0%)","1 (0%)","1’061.0","1"
"         scala.collection.immutable.List.foreach (scala.Function1)","24 B (0%)","1 (0%)","1 (0%)","1’061.0","1"
"          viper.silicon.verifier.DefaultMasterVerifier.analyzeProgramAndEmitPreambleContributions (viper.silver.ast.Program, viper.silicon.interfaces.decider.ProverLike)","24 B (0%)","1 (0%)","1 (0%)","1’061.0","1"
"    viper.silicon.state.terms.FunctionDecl$.apply (Object)","624 B (0%)","26 (0%)","1’019 (0.1%)","648.6","10"
"     scala.collection.immutable.List.map (scala.Function1)","624 B (0%)","26 (0%)","1’019 (0.1%)","648.6","10"
"      scala.collection.immutable.List.map (scala.Function1)","624 B (0%)","26 (0%)","1’019 (0.1%)","648.6","10"
"       viper.silicon.supporters.functions.DefaultFunctionVerificationUnitProvider$functionsSupporter$.$anonfun$generateFunctionSymbolsAfterAnalysis$1 (viper.silicon.supporters.functions.FunctionData)","624 B (0%)","26 (0%)","1’019 (0.1%)","648.6","10"
"        viper.silicon.supporters.functions.DefaultFunctionVerificationUnitProvider$functionsSupporter$$$Lambda$1385.1046507151.apply (Object)","624 B (0%)","26 (0%)","1’019 (0.1%)","648.6","10"
"         scala.collection.Iterator$$anon$10.nextCur ()","624 B (0%)","26 (0%)","1’019 (0.1%)","648.6","10"
"          scala.collection.Iterator$$anon$10.hasNext ()","624 B (0%)","26 (0%)","1’019 (0.1%)","648.6","10"
"viper.silicon.state.terms.Minus","47’432 B (0.5%)","847 (0.4%)","1’034 (0.1%)","338.4","180"
" java.lang.Object.<init> ()","47’432 B (0.5%)","847 (0.4%)","1’034 (0.1%)","338.4","180"
"  viper.silicon.state.terms.ArithmeticTerm.<init> ()","47’432 B (0.5%)","847 (0.4%)","1’034 (0.1%)","338.4","180"
"   viper.silicon.state.terms.Minus.<init> (viper.silicon.state.terms.Term, viper.silicon.state.terms.Term)","47’432 B (0.5%)","847 (0.4%)","1’034 (0.1%)","338.4","180"
"    viper.silicon.state.terms.Minus$._apply (viper.silicon.state.terms.Term, viper.silicon.state.terms.Term)","47’432 B (0.5%)","847 (0.4%)","1’034 (0.1%)","338.4","180"
"     viper.silicon.state.terms.Minus$.apply (viper.silicon.state.terms.Term, viper.silicon.state.terms.Term)","47’432 B (0.5%)","847 (0.4%)","1’034 (0.1%)","338.4","180"
"      viper.silicon.supporters.ExpressionTranslator.translate (scala.Function1, viper.silver.ast.Exp)","24’472 B (0.2%)","437 (0.2%)","585 (0.1%)","226.8","89"
"       viper.silicon.supporters.ExpressionTranslator.translate$ (viper.silicon.supporters.ExpressionTranslator, scala.Function1, viper.silver.ast.Exp)","24’472 B (0.2%)","437 (0.2%)","585 (0.1%)","226.8","89"
"        viper.silicon.supporters.DefaultDomainsTranslator.translate (scala.Function1, viper.silver.ast.Exp)","22’568 B (0.2%)","403 (0.2%)","551 (0.1%)","237.6","86"
"         viper.silicon.supporters.ExpressionTranslator.$anonfun$translate$1 (viper.silicon.supporters.ExpressionTranslator, scala.Function1, viper.silver.ast.Exp)","22’568 B (0.2%)","403 (0.2%)","551 (0.1%)","237.6","86"
"          viper.silicon.supporters.ExpressionTranslator$$Lambda$1331.1849818408.apply (Object)","22’568 B (0.2%)","403 (0.2%)","551 (0.1%)","237.6","86"
"        viper.silicon.supporters.functions.HeapAccessReplacingExpressionTranslator.translate (scala.Function1, viper.silver.ast.Exp)","1’904 B (0%)","34 (0%)","34 (0%)","97.9","8"
"         viper.silicon.supporters.ExpressionTranslator.$anonfun$translate$1 (viper.silicon.supporters.ExpressionTranslator, scala.Function1, viper.silver.ast.Exp)","1’904 B (0%)","34 (0%)","34 (0%)","97.9","8"
"          viper.silicon.supporters.ExpressionTranslator$$Lambda$1331.1849818408.apply (Object)","1’904 B (0%)","34 (0%)","34 (0%)","97.9","8"
"      viper.silicon.state.terms.Minus$.apply (Object, Object)","20’776 B (0.2%)","371 (0.2%)","410 (0%)","464.0","99"
"       viper.silicon.rules.evaluator$.$anonfun$evalBinOp$2 (scala.Function3, scala.Function2, viper.silicon.state.terms.Term, viper.silicon.state.State, viper.silicon.state.terms.Term, viper.silicon.verifier.Verifier)","20’776 B (0.2%)","371 (0.2%)","410 (0%)","464.0","99"
"        viper.silicon.rules.evaluator$$$Lambda$1480.338006835.apply (Object, Object, Object)","20’776 B (0.2%)","371 (0.2%)","410 (0%)","464.0","99"
"         viper.silicon.rules.evaluator$.$anonfun$eval$1 (viper.silver.ast.Exp, int, scala.Function3, viper.silicon.state.State, viper.silicon.state.terms.Term, viper.silicon.verifier.Verifier)","20’776 B (0.2%)","371 (0.2%)","410 (0%)","464.0","99"
"          viper.silicon.rules.evaluator$$$Lambda$1476.1019736796.apply (Object, Object, Object)","20’776 B (0.2%)","371 (0.2%)","410 (0%)","464.0","99"
"      <Unknown>","1’624 B (0%)","29 (0%)","29 (0%)","214.3","14"
"      viper.silicon.state.utils.package$.recurse$1 (viper.silicon.state.terms.Term, scala.PartialFunction, scala.Function1, scala.PartialFunction)","560 B (0%)","10 (0%)","10 (0%)","917.4","5"
"       viper.silicon.state.utils.package$.transform (viper.silicon.state.terms.Term, scala.PartialFunction, scala.Function1, scala.PartialFunction)","560 B (0%)","10 (0%)","10 (0%)","917.4","5"
"        viper.silicon.state.utils.package$.go$1 (viper.silicon.state.terms.Term, scala.PartialFunction, scala.Function1, scala.PartialFunction)","560 B (0%)","10 (0%)","10 (0%)","917.4","5"
"         viper.silicon.state.utils.package$.recurse$1 (viper.silicon.state.terms.Term, scala.PartialFunction, scala.Function1, scala.PartialFunction)","448 B (0%)","8 (0%)","8 (0%)","919.5","5"
"          viper.silicon.state.utils.package$.transform (viper.silicon.state.terms.Term, scala.PartialFunction, scala.Function1, scala.PartialFunction)","448 B (0%)","8 (0%)","8 (0%)","919.5","5"
"         viper.silicon.state.utils.package$.$anonfun$transform$8 (viper.silicon.state.utils.package., scala.PartialFunction, scala.Function1, scala.PartialFunction, viper.silicon.state.terms.Term)","112 B (0%)","2 (0%)","2 (0%)","909.0","1"
"          viper.silicon.state.utils.package$$$Lambda$1852.1413194936.apply (Object)","112 B (0%)","2 (0%)","2 (0%)","909.0","1"
"viper.silicon.state.terms.Or","46’880 B (0.5%)","1’172 (0.5%)","2’266 (0.2%)","619.4","208"
" java.lang.Object.<init> ()","46’880 B (0.5%)","1’172 (0.5%)","2’266 (0.2%)","619.4","208"
"  viper.silicon.state.terms.Or.<init> (scala.collection.immutable.Seq)","46’880 B (0.5%)","1’172 (0.5%)","2’266 (0.2%)","619.4","208"
"   viper.silicon.state.terms.Or$._apply (scala.collection.immutable.Seq)","46’880 B (0.5%)","1’172 (0.5%)","2’266 (0.2%)","619.4","208"
"    viper.silicon.state.terms.Or$.apply (scala.collection.immutable.Seq)","46’880 B (0.5%)","1’172 (0.5%)","2’266 (0.2%)","619.4","208"
"     viper.silicon.state.terms.Or$.apply (scala.collection.immutable.Seq, scala.DummyImplicit)","38’960 B (0.4%)","974 (0.4%)","1’675 (0.2%)","661.8","183"
"      viper.silicon.state.terms.perms$.IsNonNegative (viper.silicon.state.terms.Term)","20’040 B (0.2%)","501 (0.2%)","617 (0.1%)","841.8","39"
"       viper.silicon.rules.quantifiedChunkSupporter$.consume (viper.silicon.state.State, viper.silicon.state.Heap, viper.silver.ast.Resource, scala.collection.immutable.Seq, scala.collection.immutable.Seq, String, scala.Option, scala.collection.immutable.Seq, scala.collection.immutable.Seq, scala.collection.immutable.Seq, viper.silicon.state.terms.Term, scala.collection.immutable.Seq, viper.silicon.state.terms.Term, viper.silver.verifier.PartialVerificationError, scala.Function0, scala.Function0, scala.Function0, viper.silicon.verifier.Verifier, scala.Function4)","480 B (0%)","12 (0%)","32 (0%)","869.4","9"
"        viper.silicon.rules.consumer$.$anonfun$consumeTlc$11 (viper.silicon.state.Heap, viper.silver.ast.Field, viper.silicon.state.BasicChunkIdentifier, scala.Option, viper.silver.verifier.PartialVerificationError, viper.silver.ast.FieldAccessPredicate, scala.Function4, viper.silicon.state.State, scala.collection.immutable.Seq, scala.collection.immutable.Seq, scala.collection.immutable.Seq, scala.collection.immutable.Seq, scala.Tuple2, viper.silicon.verifier.Verifier)","440 B (0%)","11 (0%)","21 (0%)","940.6","8"
"         viper.silicon.rules.consumer$$$Lambda$2102.972128200.apply (Object, Object, Object, Object, Object, Object, Object)","440 B (0%)","11 (0%)","21 (0%)","940.6","8"
"          viper.silicon.rules.evaluator$.$anonfun$evalQuantified$10 (viper.silicon.state.State, scala.Function7, scala.collection.immutable.Seq, viper.silicon.verifier.Verifier, scala.Tuple6)","440 B (0%)","11 (0%)","21 (0%)","940.6","8"
"        viper.silicon.rules.consumer$.$anonfun$consumeTlc$15 (viper.silicon.state.Heap, viper.silver.ast.Predicate, scala.collection.immutable.Seq, viper.silicon.state.BasicChunkIdentifier, scala.Option, viper.silver.verifier.PartialVerificationError, viper.silver.ast.PredicateAccessPredicate, scala.Function4, viper.silicon.state.State, scala.collection.immutable.Seq, scala.collection.immutable.Seq, scala.collection.immutable.Seq, scala.collection.immutable.Seq, scala.Tuple2, viper.silicon.verifier.Verifier)","40 B (0%)","1 (0%)","11 (0%)","86.0","1"
"         viper.silicon.rules.consumer$$$Lambda$2481.560089459.apply (Object, Object, Object, Object, Object, Object, Object)","40 B (0%)","1 (0%)","11 (0%)","86.0","1"
"          viper.silicon.rules.evaluator$.$anonfun$evalQuantified$10 (viper.silicon.state.State, scala.Function7, scala.collection.immutable.Seq, viper.silicon.verifier.Verifier, scala.Tuple6)","40 B (0%)","1 (0%)","11 (0%)","86.0","1"
"      viper.silicon.supporters.ExpressionTranslator.translate (scala.Function1, viper.silver.ast.Exp)","12’680 B (0.1%)","317 (0.1%)","755 (0.1%)","414.8","103"
"       viper.silicon.supporters.ExpressionTranslator.translate$ (viper.silicon.supporters.ExpressionTranslator, scala.Function1, viper.silver.ast.Exp)","12’680 B (0.1%)","317 (0.1%)","755 (0.1%)","414.8","103"
"        viper.silicon.supporters.DefaultDomainsTranslator.translate (scala.Function1, viper.silver.ast.Exp)","11’680 B (0.1%)","292 (0.1%)","723 (0.1%)","380.4","78"
"         viper.silicon.supporters.ExpressionTranslator.$anonfun$translate$1 (viper.silicon.supporters.ExpressionTranslator, scala.Function1, viper.silver.ast.Exp)","11’680 B (0.1%)","292 (0.1%)","723 (0.1%)","380.4","78"
"          viper.silicon.supporters.ExpressionTranslator$$Lambda$1331.1849818408.apply (Object)","11’680 B (0.1%)","292 (0.1%)","723 (0.1%)","380.4","78"
"        viper.silicon.supporters.functions.HeapAccessReplacingExpressionTranslator.translate (scala.Function1, viper.silver.ast.Exp)","1’000 B (0%)","25 (0%)","32 (0%)","816.6","25"
"         viper.silicon.supporters.ExpressionTranslator.$anonfun$translate$1 (viper.silicon.supporters.ExpressionTranslator, scala.Function1, viper.silver.ast.Exp)","1’000 B (0%)","25 (0%)","32 (0%)","816.6","25"
"          viper.silicon.supporters.ExpressionTranslator$$Lambda$1331.1849818408.apply (Object)","1’000 B (0%)","25 (0%)","32 (0%)","816.6","25"
"      viper.silicon.state.terms.perms$.IsNonPositive (viper.silicon.state.terms.Term)","5’640 B (0.1%)","141 (0.1%)","274 (0%)","553.8","62"
"       viper.silicon.rules.ConsumptionResult$.apply (viper.silicon.state.terms.Term, viper.silicon.verifier.Verifier, int)","5’640 B (0.1%)","141 (0.1%)","274 (0%)","553.8","62"
"        viper.silicon.rules.chunkSupporter$.consumeGreedy (viper.silicon.state.State, viper.silicon.state.Heap, viper.silicon.interfaces.state.ChunkIdentifer, scala.collection.immutable.Seq, viper.silicon.state.terms.Term, viper.silicon.verifier.Verifier)","5’640 B (0.1%)","141 (0.1%)","274 (0%)","553.8","62"
"         viper.silicon.rules.chunkSupporter$.$anonfun$consume$6 (viper.silicon.state.State, viper.silver.ast.Resource, scala.collection.immutable.Seq, viper.silicon.state.terms.Term, viper.silver.verifier.VerificationError, viper.silicon.interfaces.state.ChunkIdentifer, viper.silicon.state.State, viper.silicon.verifier.Verifier, scala.Function4)","5’640 B (0.1%)","141 (0.1%)","274 (0%)","553.8","62"
"          viper.silicon.rules.chunkSupporter$$$Lambda$2186.1814751833.apply (Object, Object, Object)","5’640 B (0.1%)","141 (0.1%)","274 (0%)","553.8","62"
"      viper.silicon.state.utils.package$.recurse$1 (viper.silicon.state.terms.Term, scala.PartialFunction, scala.Function1, scala.PartialFunction)","600 B (0%)","15 (0%)","29 (0%)","884.6","7"
"       viper.silicon.state.utils.package$.transform (viper.silicon.state.terms.Term, scala.PartialFunction, scala.Function1, scala.PartialFunction)","600 B (0%)","15 (0%)","29 (0%)","884.6","7"
"        viper.silicon.state.utils.package$.go$1 (viper.silicon.state.terms.Term, scala.PartialFunction, scala.Function1, scala.PartialFunction)","600 B (0%)","15 (0%)","29 (0%)","884.6","7"
"         viper.silicon.state.utils.package$.recurse$1 (viper.silicon.state.terms.Term, scala.PartialFunction, scala.Function1, scala.PartialFunction)","600 B (0%)","15 (0%)","29 (0%)","884.6","7"
"          viper.silicon.state.utils.package$.transform (viper.silicon.state.terms.Term, scala.PartialFunction, scala.Function1, scala.PartialFunction)","600 B (0%)","15 (0%)","29 (0%)","884.6","7"
"     viper.silicon.state.terms.Or$.apply (Object)","7’920 B (0.1%)","198 (0.1%)","591 (0.1%)","410.7","56"
"      viper.silicon.rules.evaluator$.$anonfun$evalSeqShortCircuit$10 (scala.Function1, scala.collection.immutable.Seq)","7’920 B (0.1%)","198 (0.1%)","591 (0.1%)","410.7","56"
"       viper.silicon.rules.evaluator$$$Lambda$1489.2133622681.apply (Object)","7’920 B (0.1%)","198 (0.1%)","591 (0.1%)","410.7","56"
"        viper.silicon.rules.joiner$.$anonfun$join$3 (scala.runtime.ObjectRef, scala.Function1, viper.silicon.verifier.Verifier, scala.Function3)","7’920 B (0.1%)","198 (0.1%)","591 (0.1%)","410.7","56"
"         viper.silicon.rules.joiner$$$Lambda$1522.951843240.apply ()","7’920 B (0.1%)","198 (0.1%)","591 (0.1%)","410.7","56"
"          viper.silicon.interfaces.NonFatalResult.$amp$amp (scala.Function0)","7’920 B (0.1%)","198 (0.1%)","591 (0.1%)","410.7","56"
"viper.silicon.state.terms.AtLeast","43’104 B (0.4%)","898 (0.4%)","2’242 (0.2%)","401.1","150"
" java.lang.Object.<init> ()","43’104 B (0.4%)","898 (0.4%)","2’242 (0.2%)","401.1","150"
"  viper.silicon.state.terms.AtLeast.<init> (viper.silicon.state.terms.Term, viper.silicon.state.terms.Term)","43’104 B (0.4%)","898 (0.4%)","2’242 (0.2%)","401.1","150"
"   viper.silicon.state.terms.AtLeast$._apply (viper.silicon.state.terms.Term, viper.silicon.state.terms.Term)","43’104 B (0.4%)","898 (0.4%)","2’242 (0.2%)","401.1","150"
"    viper.silicon.state.terms.AtLeast$.apply (viper.silicon.state.terms.Term, viper.silicon.state.terms.Term)","43’104 B (0.4%)","898 (0.4%)","2’242 (0.2%)","401.1","150"
"     viper.silicon.state.terms.AtLeast$.apply (Object, Object)","22’464 B (0.2%)","468 (0.2%)","1’126 (0.1%)","230.1","84"
"      viper.silicon.rules.evaluator$.$anonfun$evalBinOp$2 (scala.Function3, scala.Function2, viper.silicon.state.terms.Term, viper.silicon.state.State, viper.silicon.state.terms.Term, viper.silicon.verifier.Verifier)","22’464 B (0.2%)","468 (0.2%)","1’126 (0.1%)","230.1","84"
"       viper.silicon.rules.evaluator$$$Lambda$1480.338006835.apply (Object, Object, Object)","22’464 B (0.2%)","468 (0.2%)","1’126 (0.1%)","230.1","84"
"        viper.silicon.rules.evaluator$.$anonfun$eval$1 (viper.silver.ast.Exp, int, scala.Function3, viper.silicon.state.State, viper.silicon.state.terms.Term, viper.silicon.verifier.Verifier)","22’464 B (0.2%)","468 (0.2%)","1’126 (0.1%)","230.1","84"
"         viper.silicon.rules.evaluator$$$Lambda$1476.1019736796.apply (Object, Object, Object)","22’464 B (0.2%)","468 (0.2%)","1’126 (0.1%)","230.1","84"
"          viper.silicon.rules.evaluator$.$anonfun$eval3$3 (viper.silver.ast.Exp, viper.silicon.state.State, scala.Function3, viper.silicon.state.State, viper.silicon.state.terms.Term, viper.silicon.verifier.Verifier)","22’464 B (0.2%)","468 (0.2%)","1’126 (0.1%)","230.1","84"
"     viper.silicon.rules.evaluator$.$anonfun$eval2$85 (scala.Function3, viper.silver.verifier.PartialVerificationError, viper.silver.ast.Exp, viper.silver.ast.Exp, viper.silicon.state.State, scala.collection.immutable.List, viper.silicon.verifier.Verifier)","12’768 B (0.1%)","266 (0.1%)","607 (0.1%)","843.6","37"
"      viper.silicon.rules.evaluator$$$Lambda$1972.1776886686.apply (Object, Object, Object)","12’768 B (0.1%)","266 (0.1%)","607 (0.1%)","843.6","37"
"       viper.silicon.rules.evaluator$.evals2 (viper.silicon.state.State, scala.collection.immutable.Seq, scala.collection.immutable.List, scala.Function1, viper.silicon.verifier.Verifier, scala.Function3)","12’768 B (0.1%)","266 (0.1%)","607 (0.1%)","843.6","37"
"        viper.silicon.rules.evaluator$.$anonfun$evals2$1 (scala.collection.immutable.Seq, scala.collection.immutable.List, scala.Function1, scala.Function3, viper.silicon.state.State, viper.silicon.state.terms.Term, viper.silicon.verifier.Verifier)","12’768 B (0.1%)","266 (0.1%)","607 (0.1%)","843.6","37"
"         viper.silicon.rules.evaluator$$$Lambda$1519.1790174266.apply (Object, Object, Object)","12’768 B (0.1%)","266 (0.1%)","607 (0.1%)","843.6","37"
"          viper.silicon.rules.evaluator$.$anonfun$eval$1 (viper.silver.ast.Exp, int, scala.Function3, viper.silicon.state.State, viper.silicon.state.terms.Term, viper.silicon.verifier.Verifier)","12’768 B (0.1%)","266 (0.1%)","607 (0.1%)","843.6","37"
"     viper.silicon.supporters.ExpressionTranslator.translate (scala.Function1, viper.silver.ast.Exp)","7’776 B (0.1%)","162 (0.1%)","495 (0%)","166.2","42"
"      viper.silicon.supporters.ExpressionTranslator.translate$ (viper.silicon.supporters.ExpressionTranslator, scala.Function1, viper.silver.ast.Exp)","7’776 B (0.1%)","162 (0.1%)","495 (0%)","166.2","42"
"       viper.silicon.supporters.DefaultDomainsTranslator.translate (scala.Function1, viper.silver.ast.Exp)","7’776 B (0.1%)","162 (0.1%)","495 (0%)","166.2","42"
"        viper.silicon.supporters.ExpressionTranslator.$anonfun$translate$1 (viper.silicon.supporters.ExpressionTranslator, scala.Function1, viper.silver.ast.Exp)","7’776 B (0.1%)","162 (0.1%)","495 (0%)","166.2","42"
"         viper.silicon.supporters.ExpressionTranslator$$Lambda$1331.1849818408.apply (Object)","7’776 B (0.1%)","162 (0.1%)","495 (0%)","166.2","42"
"          viper.silicon.supporters.ExpressionTranslator.translate (scala.Function1, viper.silver.ast.Exp)","7’776 B (0.1%)","162 (0.1%)","495 (0%)","166.2","42"
"     viper.silicon.rules.evaluator$.$anonfun$eval2$90 (scala.Function3, viper.silver.verifier.PartialVerificationError, viper.silver.ast.Exp, viper.silver.ast.Exp, viper.silicon.state.State, scala.collection.immutable.List, viper.silicon.verifier.Verifier)","96 B (0%)","2 (0%)","14 (0%)","579.0","1"
"viper.silicon.state.terms.Domain","43’104 B (0.4%)","898 (0.4%)","1’691 (0.2%)","871.6","112"
" java.lang.Object.<init> ()","43’104 B (0.4%)","898 (0.4%)","1’691 (0.2%)","871.6","112"
"viper.silicon.state.terms.SetIn","41’232 B (0.4%)","859 (0.4%)","2’076 (0.2%)","858.2","109"
" java.lang.Object.<init> ()","41’232 B (0.4%)","859 (0.4%)","2’063 (0.2%)","858.2","109"
"  <Unknown>","41’232 B (0.4%)","859 (0.4%)","2’063 (0.2%)","858.2","109"
"viper.silicon.state.terms.IsReadPermVar","40’848 B (0.4%)","851 (0.4%)","1’154 (0.1%)","833.9","46"
" java.lang.Object.<init> ()","40’848 B (0.4%)","851 (0.4%)","1’154 (0.1%)","833.9","46"
"  viper.silicon.state.terms.IsReadPermVar.<init> (viper.silicon.state.terms.Var, viper.silicon.state.terms.Term)","40’848 B (0.4%)","851 (0.4%)","1’154 (0.1%)","833.9","46"
"   viper.silicon.state.terms.IsReadPermVar$.apply (viper.silicon.state.terms.Var, viper.silicon.state.terms.Term)","40’848 B (0.4%)","851 (0.4%)","1’154 (0.1%)","833.9","46"
"    viper.silicon.decider.DefaultDeciderProvider$decider$.freshARP (String, viper.silicon.state.terms.Term)","40’848 B (0.4%)","851 (0.4%)","1’154 (0.1%)","833.9","46"
"     viper.silicon.rules.evaluator$.eval2 (viper.silicon.state.State, viper.silver.ast.Exp, viper.silver.verifier.PartialVerificationError, viper.silicon.verifier.Verifier, scala.Function3)","40’848 B (0.4%)","851 (0.4%)","1’154 (0.1%)","833.9","46"
"      viper.silicon.rules.evaluator$.eval3 (viper.silicon.state.State, viper.silver.ast.Exp, viper.silver.verifier.PartialVerificationError, viper.silicon.verifier.Verifier, scala.Function3)","40’848 B (0.4%)","851 (0.4%)","1’154 (0.1%)","833.9","46"
"       viper.silicon.rules.evaluator$.eval (viper.silicon.state.State, viper.silver.ast.Exp, viper.silver.verifier.PartialVerificationError, viper.silicon.verifier.Verifier, scala.Function3)","40’848 B (0.4%)","851 (0.4%)","1’154 (0.1%)","833.9","46"
"        viper.silicon.rules.consumer$.consumeTlc (viper.silicon.state.State, viper.silicon.state.Heap, viper.silver.ast.Exp, viper.silver.verifier.PartialVerificationError, viper.silicon.verifier.Verifier, scala.Function4)","19’680 B (0.2%)","410 (0.2%)","539 (0%)","835.7","26"
"         viper.silicon.rules.consumer$.$anonfun$wrappedConsumeTlc$1 (viper.silicon.state.State, viper.silver.ast.Exp, viper.silicon.verifier.Verifier, viper.silver.verifier.PartialVerificationError, viper.silicon.state.State, viper.silicon.verifier.Verifier, scala.Function4)","19’680 B (0.2%)","410 (0.2%)","539 (0%)","835.7","26"
"          viper.silicon.rules.consumer$$$Lambda$1685.254458601.apply (Object, Object, Object)","19’680 B (0.2%)","410 (0.2%)","539 (0%)","835.7","26"
"        viper.silicon.rules.producer$.$anonfun$produceTlc$12 (viper.silver.ast.Exp, viper.silver.verifier.PartialVerificationError, scala.Function2, viper.silver.ast.Field, scala.Function2, viper.silicon.state.State, viper.silicon.state.terms.Term, viper.silicon.verifier.Verifier)","15’408 B (0.1%)","321 (0.1%)","461 (0%)","836.0","30"
"         viper.silicon.rules.producer$$$Lambda$2153.1910935719.apply (Object, Object, Object)","15’408 B (0.1%)","321 (0.1%)","461 (0%)","836.0","30"
"          viper.silicon.rules.evaluator$.$anonfun$eval$1 (viper.silver.ast.Exp, int, scala.Function3, viper.silicon.state.State, viper.silicon.state.terms.Term, viper.silicon.verifier.Verifier)","15’408 B (0.1%)","321 (0.1%)","461 (0%)","836.0","30"
"        viper.silicon.rules.evaluator$.evals2 (viper.silicon.state.State, scala.collection.immutable.Seq, scala.collection.immutable.List, scala.Function1, viper.silicon.verifier.Verifier, scala.Function3)","1’440 B (0%)","30 (0%)","55 (0%)","776.7","14"
"         viper.silicon.rules.evaluator$.$anonfun$evals2$1 (scala.collection.immutable.Seq, scala.collection.immutable.List, scala.Function1, scala.Function3, viper.silicon.state.State, viper.silicon.state.terms.Term, viper.silicon.verifier.Verifier)","1’008 B (0%)","21 (0%)","40 (0%)","785.5","13"
