"Name","Live Bytes","Live Objects","Allocated Objects","Avg. Age","Generations"
"viper.silicon.state.terms.App","1’489’056 B (14.4%)","31’022 (13.7%)","72’735 (6.7%)","439.8","505"
" java.lang.Object.<init> ()","1’489’056 B (14.4%)","31’022 (13.7%)","72’731 (6.7%)","439.8","505"
"  viper.silicon.state.terms.App.<init> (viper.silicon.state.terms.Applicable, scala.collection.immutable.Seq)","1’489’056 B (14.4%)","31’022 (13.7%)","72’731 (6.7%)","439.8","505"
"   viper.silicon.state.terms.App$.apply (viper.silicon.state.terms.Applicable, scala.collection.immutable.Seq)","1’489’056 B (14.4%)","31’022 (13.7%)","72’731 (6.7%)","439.8","505"
"    viper.silicon.rules.evaluator$.$anonfun$eval2$28 (viper.silver.ast.DomainFuncApp, String, scala.Function3, viper.silicon.state.State, scala.collection.immutable.List, viper.silicon.verifier.Verifier)","642’048 B (6.2%)","13’376 (5.9%)","38’331 (3.5%)","236.5","309"
"     viper.silicon.rules.evaluator$$$Lambda$1518.1228095180.apply (Object, Object, Object)","642’048 B (6.2%)","13’376 (5.9%)","38’331 (3.5%)","236.5","309"
"      viper.silicon.rules.evaluator$.evals2 (viper.silicon.state.State, scala.collection.immutable.Seq, scala.collection.immutable.List, scala.Function1, viper.silicon.verifier.Verifier, scala.Function3)","642’048 B (6.2%)","13’376 (5.9%)","38’331 (3.5%)","236.5","309"
"       viper.silicon.rules.evaluator$.$anonfun$evals2$1 (scala.collection.immutable.Seq, scala.collection.immutable.List, scala.Function1, scala.Function3, viper.silicon.state.State, viper.silicon.state.terms.Term, viper.silicon.verifier.Verifier)","637’488 B (6.1%)","13’281 (5.9%)","38’074 (3.5%)","233.0","306"
"        viper.silicon.rules.evaluator$$$Lambda$1519.1790174266.apply (Object, Object, Object)","637’488 B (6.1%)","13’281 (5.9%)","38’074 (3.5%)","233.0","306"
"         viper.silicon.rules.evaluator$.$anonfun$eval$1 (viper.silver.ast.Exp, int, scala.Function3, viper.silicon.state.State, viper.silicon.state.terms.Term, viper.silicon.verifier.Verifier)","637’488 B (6.1%)","13’281 (5.9%)","38’074 (3.5%)","233.0","306"
"          viper.silicon.rules.evaluator$$$Lambda$1476.1019736796.apply (Object, Object, Object)","637’488 B (6.1%)","13’281 (5.9%)","38’074 (3.5%)","233.0","306"
"       viper.silicon.rules.evaluator$.evals (viper.silicon.state.State, scala.collection.immutable.Seq, scala.Function1, viper.silicon.verifier.Verifier, scala.Function3)","4’560 B (0%)","95 (0%)","257 (0%)","731.7","50"
"        viper.silicon.rules.evaluator$.eval2 (viper.silicon.state.State, viper.silver.ast.Exp, viper.silver.verifier.PartialVerificationError, viper.silicon.verifier.Verifier, scala.Function3)","4’560 B (0%)","95 (0%)","257 (0%)","731.7","50"
"         viper.silicon.rules.evaluator$.eval3 (viper.silicon.state.State, viper.silver.ast.Exp, viper.silver.verifier.PartialVerificationError, viper.silicon.verifier.Verifier, scala.Function3)","4’560 B (0%)","95 (0%)","257 (0%)","731.7","50"
"          viper.silicon.rules.evaluator$.eval (viper.silicon.state.State, viper.silver.ast.Exp, viper.silver.verifier.PartialVerificationError, viper.silicon.verifier.Verifier, scala.Function3)","4’560 B (0%)","95 (0%)","257 (0%)","731.7","50"
"    viper.silicon.supporters.ExpressionTranslator.translate (scala.Function1, viper.silver.ast.Exp)","271’776 B (2.6%)","5’662 (2.5%)","13’829 (1.3%)","363.6","194"
"     viper.silicon.supporters.ExpressionTranslator.translate$ (viper.silicon.supporters.ExpressionTranslator, scala.Function1, viper.silver.ast.Exp)","271’776 B (2.6%)","5’662 (2.5%)","13’829 (1.3%)","363.6","194"
"      viper.silicon.supporters.DefaultDomainsTranslator.translate (scala.Function1, viper.silver.ast.Exp)","264’768 B (2.6%)","5’516 (2.4%)","13’598 (1.2%)","357.6","144"
"       viper.silicon.supporters.ExpressionTranslator.$anonfun$translate$1 (viper.silicon.supporters.ExpressionTranslator, scala.Function1, viper.silver.ast.Exp)","264’768 B (2.6%)","5’516 (2.4%)","13’598 (1.2%)","357.6","144"
"        viper.silicon.supporters.ExpressionTranslator$$Lambda$1331.1849818408.apply (Object)","264’768 B (2.6%)","5’516 (2.4%)","13’598 (1.2%)","357.6","144"
"         viper.silicon.supporters.ExpressionTranslator.translate (scala.Function1, viper.silver.ast.Exp)","98’784 B (1%)","2’058 (0.9%)","5’574 (0.5%)","301.9","134"
"          viper.silicon.supporters.ExpressionTranslator.translate$ (viper.silicon.supporters.ExpressionTranslator, scala.Function1, viper.silver.ast.Exp)","98’784 B (1%)","2’058 (0.9%)","5’574 (0.5%)","301.9","134"
"         viper.silicon.supporters.ExpressionTranslator.$anonfun$translate$4 (scala.Function1, viper.silver.ast.Exp)","96’480 B (0.9%)","2’010 (0.9%)","4’125 (0.4%)","436.7","104"
"          viper.silicon.supporters.ExpressionTranslator$$Lambda$1846.1989264408.apply (Object)","96’480 B (0.9%)","2’010 (0.9%)","4’125 (0.4%)","436.7","104"
"         scala.collection.immutable.List.map (scala.Function1)","67’872 B (0.7%)","1’414 (0.6%)","3’865 (0.4%)","315.3","121"
"          scala.collection.immutable.List.map (scala.Function1)","67’872 B (0.7%)","1’414 (0.6%)","3’865 (0.4%)","315.3","121"
"      viper.silicon.supporters.functions.HeapAccessReplacingExpressionTranslator.translate (scala.Function1, viper.silver.ast.Exp)","7’008 B (0.1%)","146 (0.1%)","231 (0%)","591.0","74"
"       viper.silicon.supporters.ExpressionTranslator.$anonfun$translate$1 (viper.silicon.supporters.ExpressionTranslator, scala.Function1, viper.silver.ast.Exp)","5’664 B (0.1%)","118 (0.1%)","136 (0%)","681.9","60"
"        viper.silicon.supporters.ExpressionTranslator$$Lambda$1331.1849818408.apply (Object)","5’664 B (0.1%)","118 (0.1%)","136 (0%)","681.9","60"
"         viper.silicon.supporters.ExpressionTranslator.translate (scala.Function1, viper.silver.ast.Exp)","5’136 B (0%)","107 (0%)","110 (0%)","725.2","56"
"          viper.silicon.supporters.ExpressionTranslator.translate$ (viper.silicon.supporters.ExpressionTranslator, scala.Function1, viper.silver.ast.Exp)","5’136 B (0%)","107 (0%)","110 (0%)","725.2","56"
"         scala.collection.immutable.List.map (scala.Function1)","432 B (0%)","9 (0%)","24 (0%)","93.2","6"
"          scala.collection.immutable.List.map (scala.Function1)","432 B (0%)","9 (0%)","24 (0%)","93.2","6"
"         viper.silicon.supporters.ExpressionTranslator.$anonfun$translate$4 (scala.Function1, viper.silver.ast.Exp)","96 B (0%)","2 (0%)","2 (0%)","1’012.5","2"
"          viper.silicon.supporters.ExpressionTranslator$$Lambda$1846.1989264408.apply (Object)","96 B (0%)","2 (0%)","2 (0%)","1’012.5","2"
"       viper.silicon.supporters.functions.HeapAccessReplacingExpressionTranslator.translate (viper.silver.ast.Exp)","1’152 B (0%)","24 (0%)","90 (0%)","205.0","20"
"        viper.silicon.supporters.functions.HeapAccessReplacingExpressionTranslator.$anonfun$translate$1 (viper.silicon.supporters.functions.HeapAccessReplacingExpressionTranslator, viper.silver.ast.Exp)","1’152 B (0%)","24 (0%)","90 (0%)","205.0","20"
"         viper.silicon.supporters.functions.HeapAccessReplacingExpressionTranslator$$Lambda$1878.430715647.apply (Object)","1’152 B (0%)","24 (0%)","90 (0%)","205.0","20"
"          scala.Option.map (scala.Function1)","1’152 B (0%)","24 (0%)","90 (0%)","205.0","20"
"       viper.silicon.supporters.functions.HeapAccessReplacingExpressionTranslator.translate (scala.Function1, viper.silver.ast.Exp)","96 B (0%)","2 (0%)","3 (0%)","381.0","2"
"        viper.silicon.supporters.functions.HeapAccessReplacingExpressionTranslator.translate (viper.silver.ast.Exp)","96 B (0%)","2 (0%)","3 (0%)","381.0","2"
"         viper.silicon.supporters.functions.HeapAccessReplacingExpressionTranslator.$anonfun$translate$1 (viper.silicon.supporters.functions.HeapAccessReplacingExpressionTranslator, viper.silver.ast.Exp)","96 B (0%)","2 (0%)","3 (0%)","381.0","2"
"          viper.silicon.supporters.functions.HeapAccessReplacingExpressionTranslator$$Lambda$1878.430715647.apply (Object)","96 B (0%)","2 (0%)","3 (0%)","381.0","2"
"       viper.silicon.supporters.functions.HeapAccessReplacingExpressionTranslator.$anonfun$translatePrecondition$1 (viper.silicon.supporters.functions.HeapAccessReplacingExpressionTranslator, viper.silver.ast.Exp)","96 B (0%)","2 (0%)","2 (0%)","71.5","2"
"        viper.silicon.supporters.functions.HeapAccessReplacingExpressionTranslator$$Lambda$1544.1309190070.apply (Object)","96 B (0%)","2 (0%)","2 (0%)","71.5","2"
"         scala.collection.immutable.List.map (scala.Function1)","96 B (0%)","2 (0%)","2 (0%)","71.5","2"
"          scala.collection.immutable.List.map (scala.Function1)","96 B (0%)","2 (0%)","2 (0%)","71.5","2"
"    viper.silicon.state.utils.package$.recurse$1 (viper.silicon.state.terms.Term, scala.PartialFunction, scala.Function1, scala.PartialFunction)","134’208 B (1.3%)","2’796 (1.2%)","7’038 (0.6%)","789.9","146"
"     viper.silicon.state.utils.package$.transform (viper.silicon.state.terms.Term, scala.PartialFunction, scala.Function1, scala.PartialFunction)","134’208 B (1.3%)","2’796 (1.2%)","7’038 (0.6%)","789.9","146"
"      viper.silicon.state.utils.package$.go$1 (viper.silicon.state.terms.Term, scala.PartialFunction, scala.Function1, scala.PartialFunction)","115’776 B (1.1%)","2’412 (1.1%)","5’544 (0.5%)","799.8","137"
"       viper.silicon.state.utils.package$.recurse$1 (viper.silicon.state.terms.Term, scala.PartialFunction, scala.Function1, scala.PartialFunction)","105’360 B (1%)","2’195 (1%)","4’903 (0.4%)","793.9","135"
"        viper.silicon.state.utils.package$.transform (viper.silicon.state.terms.Term, scala.PartialFunction, scala.Function1, scala.PartialFunction)","105’360 B (1%)","2’195 (1%)","4’903 (0.4%)","793.9","135"
"         viper.silicon.state.utils.package$.go$1 (viper.silicon.state.terms.Term, scala.PartialFunction, scala.Function1, scala.PartialFunction)","105’312 B (1%)","2’194 (1%)","4’894 (0.4%)","793.8","135"
"          viper.silicon.state.utils.package$.$anonfun$transform$5 (viper.silicon.state.utils.package., scala.PartialFunction, scala.Function1, scala.PartialFunction, viper.silicon.state.terms.Term)","67’824 B (0.7%)","1’413 (0.6%)","3’332 (0.3%)","775.6","128"
"          viper.silicon.state.utils.package$.recurse$1 (viper.silicon.state.terms.Term, scala.PartialFunction, scala.Function1, scala.PartialFunction)","36’960 B (0.4%)","770 (0.3%)","1’514 (0.1%)","826.8","68"
"          viper.silicon.state.utils.package$.$anonfun$transform$8 (viper.silicon.state.utils.package., scala.PartialFunction, scala.Function1, scala.PartialFunction, viper.silicon.state.terms.Term)","432 B (0%)","9 (0%)","46 (0%)","800.6","5"
"          viper.silicon.state.utils.package$.$anonfun$transform$4 (viper.silicon.state.utils.package., scala.PartialFunction, scala.Function1, scala.PartialFunction, viper.silicon.state.terms.Term)","96 B (0%)","2 (0%)","2 (0%)","908.0","1"
"         viper.silicon.state.terms.Term.transform (scala.PartialFunction, scala.Function1, scala.PartialFunction)","48 B (0%)","1 (0%)","9 (0%)","1’029.0","1"
"          viper.silicon.state.terms.Term.transform$ (viper.silicon.state.terms.Term, scala.PartialFunction, scala.Function1, scala.PartialFunction)","48 B (0%)","1 (0%)","9 (0%)","1’029.0","1"
"       viper.silicon.state.utils.package$.$anonfun$transform$8 (viper.silicon.state.utils.package., scala.PartialFunction, scala.Function1, scala.PartialFunction, viper.silicon.state.terms.Term)","8’928 B (0.1%)","186 (0.1%)","513 (0%)","890.4","27"
"        viper.silicon.state.utils.package$$$Lambda$1852.1413194936.apply (Object)","8’928 B (0.1%)","186 (0.1%)","513 (0%)","890.4","27"
"         scala.collection.immutable.List.map (scala.Function1)","8’928 B (0.1%)","186 (0.1%)","513 (0%)","890.4","27"
"          scala.collection.immutable.List.map (scala.Function1)","8’928 B (0.1%)","186 (0.1%)","513 (0%)","890.4","27"
"       viper.silicon.state.utils.package$.$anonfun$transform$12 (viper.silicon.state.utils.package., scala.PartialFunction, scala.Function1, scala.PartialFunction, viper.silicon.state.terms.Term)","576 B (0%)","12 (0%)","12 (0%)","296.7","3"
"        viper.silicon.state.utils.package$$$Lambda$2480.428201960.apply (Object)","576 B (0%)","12 (0%)","12 (0%)","296.7","3"
"         scala.collection.immutable.List.map (scala.Function1)","576 B (0%)","12 (0%)","12 (0%)","296.7","3"
"          scala.collection.immutable.List.map (scala.Function1)","576 B (0%)","12 (0%)","12 (0%)","296.7","3"
"       <Unknown>","528 B (0%)","11 (0%)","108 (0%)","915.8","3"
"       viper.silicon.state.utils.package$.$anonfun$transform$4 (viper.silicon.state.utils.package., scala.PartialFunction, scala.Function1, scala.PartialFunction, viper.silicon.state.terms.Term)","384 B (0%)","8 (0%)","8 (0%)","908.6","2"
"        viper.silicon.state.utils.package$$$Lambda$1857.70111354.apply (Object)","384 B (0%)","8 (0%)","8 (0%)","908.6","2"
"         scala.collection.immutable.ArraySeq.$anonfun$map$1 (scala.collection.immutable.ArraySeq, scala.Function1, int)","384 B (0%)","8 (0%)","8 (0%)","908.6","2"
"          scala.collection.immutable.ArraySeq.$anonfun$map$1$adapted (scala.collection.immutable.ArraySeq, scala.Function1, Object)","384 B (0%)","8 (0%)","8 (0%)","908.6","2"
"      viper.silicon.state.terms.Term.transform (scala.PartialFunction, scala.Function1, scala.PartialFunction)","18’432 B (0.2%)","384 (0.2%)","1’494 (0.1%)","727.9","102"
"       viper.silicon.state.terms.Term.transform$ (viper.silicon.state.terms.Term, scala.PartialFunction, scala.Function1, scala.PartialFunction)","18’432 B (0.2%)","384 (0.2%)","1’494 (0.1%)","727.9","102"
"    viper.silicon.rules.evaluator$.$anonfun$eval2$70 (viper.silver.ast.Function, scala.collection.immutable.List, viper.silver.ast.FuncApp, viper.silicon.state.State, viper.silicon.state.State, scala.Function3, viper.silicon.state.State, viper.silicon.state.terms.Term, viper.silicon.verifier.Verifier)","102’096 B (1%)","2’127 (0.9%)","3’016 (0.3%)","663.0","266"
"     <Unknown>","102’096 B (1%)","2’127 (0.9%)","3’016 (0.3%)","663.0","266"
"    viper.silicon.rules.quantifiedChunkSupporter$.$anonfun$removePermissions$3 (viper.silicon.state.terms.Term, scala.runtime.ObjectRef, scala.collection.immutable.Seq, scala.collection.immutable.Seq, viper.silicon.verifier.Verifier, scala.runtime.ObjectRef, viper.silicon.state.QuantifiedBasicChunk)","76’752 B (0.7%)","1’599 (0.7%)","1’599 (0.1%)","754.6","113"
"     viper.silicon.rules.quantifiedChunkSupporter$$$Lambda$2092.682584291.apply (Object)","76’752 B (0.7%)","1’599 (0.7%)","1’599 (0.1%)","754.6","113"
"      scala.collection.immutable.List.map (scala.Function1)","76’752 B (0.7%)","1’599 (0.7%)","1’599 (0.1%)","754.6","113"
"       scala.collection.immutable.List.map (scala.Function1)","76’752 B (0.7%)","1’599 (0.7%)","1’599 (0.1%)","754.6","113"
"        viper.silicon.rules.quantifiedChunkSupporter$.removePermissions (viper.silicon.state.State, scala.collection.immutable.Seq, scala.collection.immutable.Seq, viper.silicon.state.terms.Term, viper.silver.ast.Resource, viper.silicon.state.terms.Term, scala.Function1, viper.silicon.verifier.Verifier)","76’752 B (0.7%)","1’599 (0.7%)","1’599 (0.1%)","754.6","113"
"         viper.silicon.rules.quantifiedChunkSupporter$.$anonfun$consume$4 (viper.silicon.rules.InverseFunctions, scala.collection.immutable.Seq, viper.silicon.state.terms.Term, viper.silicon.state.terms.Term, viper.silicon.verifier.Verifier, viper.silver.ast.Resource, viper.silicon.rules.SnapshotMapDefinition, viper.silicon.state.State, viper.silicon.state.SnapshotMapCache, viper.silver.verifier.PartialVerificationError, scala.Function0, scala.Function1, scala.collection.immutable.Seq, scala.collection.immutable.Seq, scala.Option, scala.collection.immutable.Seq, String, scala.Function4, scala.collection.immutable.Seq, scala.collection.immutable.Seq, scala.Function0, boolean)","51’648 B (0.5%)","1’076 (0.5%)","1’076 (0.1%)","717.8","96"
"          viper.silicon.rules.quantifiedChunkSupporter$.$anonfun$consume$4$adapted (viper.silicon.rules.InverseFunctions, scala.collection.immutable.Seq, viper.silicon.state.terms.Term, viper.silicon.state.terms.Term, viper.silicon.verifier.Verifier, viper.silver.ast.Resource, viper.silicon.rules.SnapshotMapDefinition, viper.silicon.state.State, viper.silicon.state.SnapshotMapCache, viper.silver.verifier.PartialVerificationError, scala.Function0, scala.Function1, scala.collection.immutable.Seq, scala.collection.immutable.Seq, scala.Option, scala.collection.immutable.Seq, String, scala.Function4, scala.collection.immutable.Seq, scala.collection.immutable.Seq, scala.Function0, Object)","51’648 B (0.5%)","1’076 (0.5%)","1’076 (0.1%)","717.8","96"
"         <Unknown>","16’656 B (0.2%)","347 (0.2%)","347 (0%)","800.0","29"
"          viper.silicon.rules.consumer$.$anonfun$consumeTlc$29 (viper.silicon.state.State, String, viper.silver.ast.Predicate, scala.collection.immutable.List, viper.silicon.state.Heap, scala.collection.immutable.Seq, viper.silver.ast.PredicateAccess, viper.silver.verifier.PartialVerificationError, viper.silicon.state.State, scala.Function4, viper.silicon.state.State, viper.silicon.state.terms.Term, viper.silicon.verifier.Verifier)","192 B (0%)","4 (0%)","4 (0%)","378.0","2"
"         viper.silicon.rules.executor$.$anonfun$exec2$5 (viper.silver.ast.Field, viper.silicon.state.terms.Term, viper.silicon.verifier.Verifier, scala.Function2, viper.silver.verifier.PartialVerificationError, viper.silver.ast.FieldAccess, viper.silicon.state.State, viper.silicon.state.terms.Term, viper.silicon.verifier.Verifier)","8’448 B (0.1%)","176 (0.1%)","176 (0%)","890.2","32"
"          viper.silicon.rules.executor$$$Lambda$2086.2060422814.apply (Object, Object, Object)","8’448 B (0.1%)","176 (0.1%)","176 (0%)","890.2","32"
"    viper.silicon.supporters.functions.FunctionData.<init> (viper.silver.ast.Function, int, scala.collection.immutable.ListSet, viper.silver.ast.Program, viper.silicon.state.SymbolConverter, viper.silicon.supporters.functions.HeapAccessReplacingExpressionTranslator, viper.silicon.state.IdentifierFactory, scala.Function1, viper.silicon.Config, viper.silver.plugin.PluginAwareReporter)","22’512 B (0.2%)","469 (0.2%)","1’176 (0.1%)","530.0","86"
"     viper.silicon.supporters.functions.DefaultFunctionVerificationUnitProvider$functionsSupporter$.$anonfun$analyze$2 (viper.silicon.supporters.functions.DefaultFunctionVerificationUnitProvider.functionsSupporter., viper.silver.ast.Program, scala.Tuple2)","22’512 B (0.2%)","469 (0.2%)","1’176 (0.1%)","530.0","86"
"      viper.silicon.supporters.functions.DefaultFunctionVerificationUnitProvider$functionsSupporter$$$Lambda$1355.13490983.apply (Object)","22’512 B (0.2%)","469 (0.2%)","1’176 (0.1%)","530.0","86"
"       scala.collection.immutable.List.map (scala.Function1)","22’512 B (0.2%)","469 (0.2%)","1’176 (0.1%)","530.0","86"
"        scala.collection.immutable.List.map (scala.Function1)","22’512 B (0.2%)","469 (0.2%)","1’176 (0.1%)","530.0","86"
"         viper.silicon.supporters.functions.DefaultFunctionVerificationUnitProvider$functionsSupporter$.analyze (viper.silver.ast.Program)","22’512 B (0.2%)","469 (0.2%)","1’176 (0.1%)","530.0","86"
"          viper.silicon.verifier.DefaultMasterVerifier.$anonfun$analyzeProgramAndEmitPreambleContributions$1 (viper.silver.ast.Program, viper.silicon.interfaces.PreambleContributor)","22’512 B (0.2%)","469 (0.2%)","1’176 (0.1%)","530.0","86"
"    viper.silicon.rules.predicateSupporter$.$anonfun$fold$2 (viper.silver.ast.Predicate, scala.collection.immutable.List, scala.collection.immutable.ListSet, viper.silicon.state.terms.Term, viper.silicon.state.State, scala.Function2, viper.silicon.state.State, viper.silicon.state.terms.Term, viper.silicon.verifier.Verifier)","11’616 B (0.1%)","242 (0.1%)","718 (0.1%)","522.3","64"
"     viper.silicon.rules.predicateSupporter$$$Lambda$2286.1474608340.apply (Object, Object, Object)","11’616 B (0.1%)","242 (0.1%)","718 (0.1%)","522.3","64"
"      viper.silicon.rules.consumer$.$anonfun$consume$1 (viper.silicon.state.State, scala.Function3, viper.silicon.state.State, viper.silicon.state.Heap, viper.silicon.state.terms.Term, viper.silicon.verifier.Verifier)","11’616 B (0.1%)","242 (0.1%)","718 (0.1%)","522.3","64"
"       viper.silicon.rules.consumer$$$Lambda$1709.1577213688.apply (Object, Object, Object, Object)","11’616 B (0.1%)","242 (0.1%)","718 (0.1%)","522.3","64"
"        viper.silicon.rules.consumer$.$anonfun$consumeTlcs$2 (scala.Function4, viper.silicon.state.terms.Term, viper.silicon.state.State, viper.silicon.state.Heap, viper.silicon.state.terms.Term, viper.silicon.verifier.Verifier)","9’024 B (0.1%)","188 (0.1%)","473 (0%)","571.6","63"
"         viper.silicon.rules.consumer$$$Lambda$2004.951041825.apply (Object, Object, Object, Object)","9’024 B (0.1%)","188 (0.1%)","473 (0%)","571.6","63"
"          viper.silicon.rules.consumer$.$anonfun$consumeTlcs$2 (scala.Function4, viper.silicon.state.terms.Term, viper.silicon.state.State, viper.silicon.state.Heap, viper.silicon.state.terms.Term, viper.silicon.verifier.Verifier)","6’240 B (0.1%)","130 (0.1%)","290 (0%)","630.9","54"
"    viper.silicon.rules.predicateSupporter$.$anonfun$unfold$5 (viper.silver.ast.Predicate, viper.silicon.state.terms.Term, scala.collection.immutable.List, viper.silicon.state.State, viper.silicon.state.State, scala.Function2, viper.silicon.state.State, viper.silicon.verifier.Verifier)","10’608 B (0.1%)","221 (0.1%)","508 (0%)","499.5","53"
"     viper.silicon.rules.predicateSupporter$$$Lambda$2297.262716823.apply (Object, Object)","10’608 B (0.1%)","221 (0.1%)","508 (0%)","499.5","53"
"      viper.silicon.rules.producer$.$anonfun$wrappedProduceTlc$1 (viper.silver.ast.Exp, int, scala.Function2, viper.silicon.state.State, viper.silicon.verifier.Verifier)","10’608 B (0.1%)","221 (0.1%)","508 (0%)","499.5","53"
"       viper.silicon.rules.producer$$$Lambda$1463.1539531801.apply (Object, Object)","10’608 B (0.1%)","221 (0.1%)","508 (0%)","499.5","53"
"        viper.silicon.rules.producer$.$anonfun$produceTlc$1 (scala.Function2, viper.silicon.state.State, viper.silicon.verifier.Verifier)","10’608 B (0.1%)","221 (0.1%)","508 (0%)","499.5","53"
"         viper.silicon.rules.producer$$$Lambda$1464.481326697.apply (Object, Object)","10’608 B (0.1%)","221 (0.1%)","508 (0%)","499.5","53"
"          viper.silicon.rules.producer$.$anonfun$produceTlc$4 (scala.Function2, viper.silicon.GlobalBranchRecord, viper.silicon.state.State, viper.silicon.verifier.Verifier)","4’080 B (0%)","85 (0%)","89 (0%)","642.6","36"
"          viper.silicon.rules.producer$.$anonfun$produceTlc$15 (scala.Function2, viper.silicon.state.State, viper.silicon.state.Heap, viper.silicon.verifier.Verifier)","3’312 B (0%)","69 (0%)","210 (0%)","324.6","11"
"          viper.silicon.rules.producer$.$anonfun$produceTlc$32 (scala.Function2, viper.silicon.state.State, viper.silicon.state.terms.Term, viper.silicon.verifier.Verifier)","960 B (0%)","20 (0%)","101 (0%)","792.5","12"
"          viper.silicon.rules.producer$.$anonfun$produceTlc$8 (scala.Function2, viper.silicon.GlobalBranchRecord, viper.silicon.state.State, viper.silicon.verifier.Verifier)","96 B (0%)","2 (0%)","3 (0%)","837.5","2"
"    viper.silicon.state.terms.App.copy (viper.silicon.state.terms.Applicable, scala.collection.immutable.Seq)","9’360 B (0.1%)","195 (0.1%)","239 (0%)","374.2","39"
"     viper.silicon.supporters.functions.HeapAccessReplacingExpressionTranslator.translate (scala.Function1, viper.silver.ast.Exp)","1’296 B (0%)","27 (0%)","31 (0%)","688.0","17"
"      viper.silicon.supporters.ExpressionTranslator.$anonfun$translate$1 (viper.silicon.supporters.ExpressionTranslator, scala.Function1, viper.silver.ast.Exp)","1’200 B (0%)","25 (0%)","28 (0%)","702.4","17"
"       viper.silicon.supporters.ExpressionTranslator$$Lambda$1331.1849818408.apply (Object)","1’200 B (0%)","25 (0%)","28 (0%)","702.4","17"
"        viper.silicon.supporters.ExpressionTranslator.translate (scala.Function1, viper.silver.ast.Exp)","1’200 B (0%)","25 (0%)","28 (0%)","702.4","17"
"         viper.silicon.supporters.ExpressionTranslator.translate$ (viper.silicon.supporters.ExpressionTranslator, scala.Function1, viper.silver.ast.Exp)","1’200 B (0%)","25 (0%)","28 (0%)","702.4","17"
"          viper.silicon.supporters.functions.HeapAccessReplacingExpressionTranslator.translate (scala.Function1, viper.silver.ast.Exp)","1’200 B (0%)","25 (0%)","28 (0%)","702.4","17"
"      viper.silicon.supporters.functions.HeapAccessReplacingExpressionTranslator.translate (viper.silver.ast.Exp)","96 B (0%)","2 (0%)","3 (0%)","508.0","2"
"       <Unknown>","96 B (0%)","2 (0%)","3 (0%)","508.0","2"
"     viper.silicon.supporters.ExpressionTranslator.$anonfun$translate$4 (scala.Function1, viper.silver.ast.Exp)","48 B (0%)","1 (0%)","1 (0%)","733.0","1"
"      viper.silicon.supporters.ExpressionTranslator$$Lambda$1846.1989264408.apply (Object)","48 B (0%)","1 (0%)","1 (0%)","733.0","1"
"       scala.collection.immutable.List.map (scala.Function1)","48 B (0%)","1 (0%)","1 (0%)","733.0","1"
"        scala.collection.immutable.List.map (scala.Function1)","48 B (0%)","1 (0%)","1 (0%)","733.0","1"
"         viper.silicon.supporters.ExpressionTranslator.$anonfun$translate$3 (scala.Function1, viper.silver.ast.Trigger)","48 B (0%)","1 (0%)","1 (0%)","733.0","1"
"          viper.silicon.supporters.ExpressionTranslator$$Lambda$1845.1164786666.apply (Object)","48 B (0%)","1 (0%)","1 (0%)","733.0","1"
"    viper.silicon.rules.evaluator$.$anonfun$eval2$77 (viper.silver.ast.PredicateAccess, viper.silicon.state.State, viper.silver.ast.Predicate, scala.collection.immutable.List, viper.silicon.state.terms.Term, viper.silver.verifier.PartialVerificationError, viper.silicon.state.State, viper.silver.ast.Exp, scala.Function3, viper.silicon.state.State, viper.silicon.state.terms.Term, viper.silicon.verifier.Verifier)","7’920 B (0.1%)","165 (0.1%)","299 (0%)","457.3","47"
"     viper.silicon.rules.evaluator$$$Lambda$2391.1098845946.apply (Object, Object, Object)","7’920 B (0.1%)","165 (0.1%)","299 (0%)","457.3","47"
"      viper.silicon.rules.consumer$.$anonfun$consume$1 (viper.silicon.state.State, scala.Function3, viper.silicon.state.State, viper.silicon.state.Heap, viper.silicon.state.terms.Term, viper.silicon.verifier.Verifier)","7’920 B (0.1%)","165 (0.1%)","299 (0%)","457.3","47"
"       viper.silicon.rules.consumer$$$Lambda$1709.1577213688.apply (Object, Object, Object, Object)","7’920 B (0.1%)","165 (0.1%)","299 (0%)","457.3","47"
"    viper.silicon.rules.InverseFunctions.$anonfun$qvarsToInversesOf$1 (viper.silicon.rules.InverseFunctions, scala.collection.immutable.Seq, scala.Tuple2)","7’728 B (0.1%)","161 (0.1%)","192 (0%)","949.1","20"
"     viper.silicon.rules.InverseFunctions$$Lambda$2034.107523019.apply (Object)","7’728 B (0.1%)","161 (0.1%)","192 (0%)","949.1","20"
"      scala.collection.StrictOptimizedMapOps.map (scala.Function1)","7’728 B (0.1%)","161 (0.1%)","192 (0%)","949.1","20"
"       scala.collection.StrictOptimizedMapOps.map$ (scala.collection.StrictOptimizedMapOps, scala.Function1)","7’728 B (0.1%)","161 (0.1%)","192 (0%)","949.1","20"
"        scala.collection.immutable.ListMap.map (scala.Function1)","7’728 B (0.1%)","161 (0.1%)","192 (0%)","949.1","20"
"         viper.silicon.rules.InverseFunctions.qvarsToInversesOf (scala.collection.immutable.Seq)","7’728 B (0.1%)","161 (0.1%)","192 (0%)","949.1","20"
